 10099 -0.2736121E-15 -0.2744095E-15  0.7973401E-18
 10119 -0.2735972E-15 -0.2743755E-15  0.7783004E-18
 10139 -0.2735949E-15 -0.2743462E-15  0.7513022E-18
 10159 -0.2735812E-15 -0.2743673E-15  0.7860865E-18
 10179 -0.2736075E-15 -0.2744286E-15  0.8210620E-18
 10199 -0.2736124E-15 -0.2743997E-15  0.7872979E-18
 10219 -0.2736012E-15 -0.2743532E-15  0.7519913E-18
 10239 -0.2736079E-15 -0.2743719E-15  0.7639728E-18
 10259 -0.2736180E-15 -0.2744204E-15  0.8024122E-18
 10279 -0.2736465E-15 -0.2744076E-15  0.7611178E-18
 10299 -0.2736338E-15 -0.2744039E-15  0.7701419E-18
 10319 -0.2736286E-15 -0.2744308E-15  0.8022335E-18
 10339 -0.2736308E-15 -0.2744025E-15  0.7717032E-18
 10359 -0.2736521E-15 -0.2744543E-15  0.8022835E-18
 10379 -0.2736854E-15 -0.2745202E-15  0.8348145E-18
 10399 -0.2736989E-15 -0.2744548E-15  0.7559171E-18
 10419 -0.2736627E-15 -0.2744357E-15  0.7729931E-18
 10439 -0.2736788E-15 -0.2744377E-15  0.7589169E-18
 10459 -0.2736873E-15 -0.2744022E-15  0.7149011E-18
 10479 -0.2736896E-15 -0.2744448E-15  0.7552601E-18
 10499 -0.2737091E-15 -0.2744257E-15  0.7165668E-18
 10519 -0.2737019E-15 -0.2744449E-15  0.7429918E-18
 10539 -0.2736510E-15 -0.2745044E-15  0.8534281E-18
 10559 -0.2736559E-15 -0.2744149E-15  0.7590167E-18
 10579 -0.2736203E-15 -0.2743849E-15  0.7645644E-18
 10599 -0.2736124E-15 -0.2743898E-15  0.7774115E-18
 10619 -0.2736205E-15 -0.2743694E-15  0.7489182E-18
 10639 -0.2736128E-15 -0.2744538E-15  0.8410275E-18
 10659 -0.2736458E-15 -0.2744506E-15  0.8048353E-18
 10679 -0.2736379E-15 -0.2744177E-15  0.7797809E-18
 10699 -0.2736661E-15 -0.2744433E-15  0.7771579E-18
 10719 -0.2736737E-15 -0.2743924E-15  0.7186836E-18
 10739 -0.2736037E-15 -0.2743820E-15  0.7782777E-18
 10759 -0.2735825E-15 -0.2743673E-15  0.7848589E-18
 10779 -0.2736062E-15 -0.2743495E-15  0.7432572E-18
 10799 -0.2736193E-15 -0.2743861E-15  0.7668425E-18
 10819 -0.2736329E-15 -0.2743732E-15  0.7403060E-18
 10839 -0.2735845E-15 -0.2743558E-15  0.7713207E-18
 10859 -0.2735938E-15 -0.2744112E-15  0.8174590E-18
 10879 -0.2736193E-15 -0.2744140E-15  0.7946484E-18
 10899 -0.2736250E-15 -0.2743822E-15  0.7572048E-18
 10919 -0.2736034E-15 -0.2743839E-15  0.7805374E-18
 10939 -0.2736148E-15 -0.2744096E-15  0.7948325E-18
 10959 -0.2736247E-15 -0.2744227E-15  0.7979702E-18
 10979 -0.2735794E-15 -0.2743717E-15  0.7922600E-18
 10999 -0.2735262E-15 -0.2743070E-15  0.7807948E-18
 11019 -0.2735450E-15 -0.2743430E-15  0.7980731E-18
 11039 -0.2735761E-15 -0.2743907E-15  0.8145842E-18
 11059 -0.2735758E-15 -0.2744005E-15  0.8247522E-18
 11079 -0.2736022E-15 -0.2744416E-15  0.8393605E-18
 11099 -0.2736266E-15 -0.2744559E-15  0.8292761E-18
 11119 -0.2736080E-15 -0.2744062E-15  0.7981816E-18
 11139 -0.2736103E-15 -0.2744116E-15  0.8013198E-18
 11159 -0.2736114E-15 -0.2743936E-15  0.7822002E-18
 11179 -0.2735963E-15 -0.2743945E-15  0.7981752E-18
 11199 -0.2735820E-15 -0.2743983E-15  0.8163307E-18
 11219 -0.2735590E-15 -0.2743582E-15  0.7992162E-18
 11239 -0.2735684E-15 -0.2743397E-15  0.7712785E-18
 11259 -0.2735854E-15 -0.2743829E-15  0.7975674E-18
 11279 -0.2735937E-15 -0.2744114E-15  0.8176798E-18
 11299 -0.2736089E-15 -0.2744046E-15  0.7956962E-18
 11319 -0.2736132E-15 -0.2744106E-15  0.7973669E-18
 11339 -0.2736014E-15 -0.2743815E-15  0.7801266E-18
 11359 -0.2735813E-15 -0.2743537E-15  0.7724119E-18
 11379 -0.2735934E-15 -0.2743441E-15  0.7506906E-18
 11399 -0.2735919E-15 -0.2743398E-15  0.7478957E-18
 11419 -0.2736147E-15 -0.2743546E-15  0.7399170E-18
 11439 -0.2736054E-15 -0.2743985E-15  0.7930716E-18
 11459 -0.2736036E-15 -0.2743738E-15  0.7701836E-18
 11479 -0.2736182E-15 -0.2743852E-15  0.7670055E-18
 11499 -0.2736093E-15 -0.2743719E-15  0.7626145E-18
 11519 -0.2735983E-15 -0.2743421E-15  0.7438319E-18
 11539 -0.2736084E-15 -0.2743932E-15  0.7847810E-18
 11559 -0.2736281E-15 -0.2744431E-15  0.8149355E-18
 11579 -0.2736691E-15 -0.2744511E-15  0.7820556E-18
 11599 -0.2736805E-15 -0.2744773E-15  0.7967813E-18
 11619 -0.2737080E-15 -0.2744797E-15  0.7717329E-18
 11639 -0.2736892E-15 -0.2744076E-15  0.7184002E-18
 11659 -0.2736937E-15 -0.2744637E-15  0.7700477E-18
 11679 -0.2736795E-15 -0.2744844E-15  0.8049510E-18
 11699 -0.2736964E-15 -0.2743892E-15  0.6927543E-18
 11719 -0.2736884E-15 -0.2744076E-15  0.7191703E-18
 11739 -0.2737012E-15 -0.2744523E-15  0.7511160E-18
 11759 -0.2737110E-15 -0.2744594E-15  0.7483522E-18
 11779 -0.2737217E-15 -0.2744976E-15  0.7758444E-18
 11799 -0.2737612E-15 -0.2745232E-15  0.7620248E-18
 11819 -0.2737690E-15 -0.2744998E-15  0.7308055E-18
 11839 -0.2737400E-15 -0.2744790E-15  0.7390470E-18
 11859 -0.2737174E-15 -0.2744667E-15  0.7492361E-18
 11879 -0.2737003E-15 -0.2744790E-15  0.7787913E-18
 11899 -0.2736837E-15 -0.2744435E-15  0.7598602E-18
 11919 -0.2737012E-15 -0.2744005E-15  0.6992447E-18
 11939 -0.2736741E-15 -0.2744220E-15  0.7478718E-18
 11959 -0.2736534E-15 -0.2744261E-15  0.7727146E-18
 11979 -0.2736853E-15 -0.2744571E-15  0.7718174E-18
 11999 -0.2736692E-15 -0.2744618E-15  0.7925819E-18
