  0.4900000E+01  0.1000277E+03
  0.6860000E+01  0.9999131E+02
  0.8820000E+01  0.1000025E+03
  0.1072000E+02  0.1059318E+03
  0.1452000E+02  0.1063560E+03
  0.1832000E+02  0.1067361E+03
  0.2212000E+02  0.1072460E+03
  0.2592000E+02  0.1074973E+03
  0.2972000E+02  0.1080981E+03
  0.3352000E+02  0.1083062E+03
  0.3732000E+02  0.1081511E+03
  0.4112000E+02  0.1083664E+03
  0.4492000E+02  0.1089009E+03
  0.4872000E+02  0.1089570E+03
  0.5252000E+02  0.1091868E+03
  0.5632000E+02  0.1095747E+03
  0.6012000E+02  0.1100545E+03
  0.6392000E+02  0.1102969E+03
  0.6974000E+02  0.1199994E+03
  0.6778000E+02  0.1200508E+03
  0.6582000E+02  0.1201084E+03
