 10099 -0.3398780E-17 -0.4363346E-17  0.9645663E-18
 10119 -0.3398628E-17 -0.4353758E-17  0.9551297E-18
 10139 -0.3398813E-17 -0.4342197E-17  0.9433839E-18
 10159 -0.3398524E-17 -0.4331949E-17  0.9334247E-18
 10179 -0.3397809E-17 -0.4325019E-17  0.9272105E-18
 10199 -0.3396488E-17 -0.4319305E-17  0.9228169E-18
 10219 -0.3395372E-17 -0.4314113E-17  0.9187409E-18
 10239 -0.3394932E-17 -0.4314252E-17  0.9193200E-18
 10259 -0.3394609E-17 -0.4325113E-17  0.9305044E-18
 10279 -0.3394291E-17 -0.4343758E-17  0.9494666E-18
 10299 -0.3393939E-17 -0.4360891E-17  0.9669528E-18
 10319 -0.3393772E-17 -0.4369606E-17  0.9758335E-18
 10339 -0.3394521E-17 -0.4368422E-17  0.9739016E-18
 10359 -0.3397126E-17 -0.4360453E-17  0.9633274E-18
 10379 -0.3400551E-17 -0.4349548E-17  0.9489967E-18
 10399 -0.3403830E-17 -0.4339208E-17  0.9353775E-18
 10419 -0.3405809E-17 -0.4329960E-17  0.9241514E-18
 10439 -0.3406415E-17 -0.4322929E-17  0.9165136E-18
 10459 -0.3405786E-17 -0.4321725E-17  0.9159397E-18
 10479 -0.3404785E-17 -0.4329058E-17  0.9242726E-18
 10499 -0.3403813E-17 -0.4341515E-17  0.9377018E-18
 10519 -0.3403041E-17 -0.4353918E-17  0.9508768E-18
 10539 -0.3402563E-17 -0.4364914E-17  0.9623507E-18
 10559 -0.3402011E-17 -0.4375809E-17  0.9737987E-18
 10579 -0.3401848E-17 -0.4386240E-17  0.9843921E-18
 10599 -0.3401733E-17 -0.4393235E-17  0.9915025E-18
 10619 -0.3401835E-17 -0.4397290E-17  0.9954553E-18
 10639 -0.3402111E-17 -0.4398354E-17  0.9962430E-18
 10659 -0.3401876E-17 -0.4394595E-17  0.9927192E-18
 10679 -0.3401762E-17 -0.4386997E-17  0.9852355E-18
 10699 -0.3401941E-17 -0.4378769E-17  0.9768276E-18
 10719 -0.3401913E-17 -0.4374946E-17  0.9730327E-18
 10739 -0.3401764E-17 -0.4379397E-17  0.9776329E-18
 10759 -0.3401751E-17 -0.4389846E-17  0.9880945E-18
 10779 -0.3402046E-17 -0.4400527E-17  0.9984817E-18
 10799 -0.3402185E-17 -0.4406715E-17  0.1004530E-17
 10819 -0.3402456E-17 -0.4406590E-17  0.1004134E-17
 10839 -0.3402307E-17 -0.4399574E-17  0.9972672E-18
 10859 -0.3401851E-17 -0.4388941E-17  0.9870902E-18
 10879 -0.3401158E-17 -0.4379746E-17  0.9785873E-18
 10899 -0.3400508E-17 -0.4375346E-17  0.9748382E-18
 10919 -0.3400559E-17 -0.4375960E-17  0.9754008E-18
 10939 -0.3400911E-17 -0.4378753E-17  0.9778420E-18
 10959 -0.3401322E-17 -0.4381478E-17  0.9801558E-18
 10979 -0.3401765E-17 -0.4384377E-17  0.9826117E-18
 10999 -0.3402202E-17 -0.4389075E-17  0.9868727E-18
 11019 -0.3402615E-17 -0.4396286E-17  0.9936710E-18
 11039 -0.3402903E-17 -0.4404727E-17  0.1001824E-17
 11059 -0.3403343E-17 -0.4412523E-17  0.1009180E-17
 11079 -0.3403259E-17 -0.4417433E-17  0.1014174E-17
 11099 -0.3402849E-17 -0.4418855E-17  0.1016005E-17
 11119 -0.3402384E-17 -0.4415586E-17  0.1013202E-17
 11139 -0.3402619E-17 -0.4406633E-17  0.1004015E-17
 11159 -0.3403378E-17 -0.4392468E-17  0.9890896E-18
 11179 -0.3404361E-17 -0.4376097E-17  0.9717361E-18
 11199 -0.3405627E-17 -0.4359494E-17  0.9538676E-18
 11219 -0.3407040E-17 -0.4342779E-17  0.9357387E-18
 11239 -0.3408756E-17 -0.4329040E-17  0.9202834E-18
 11259 -0.3411166E-17 -0.4322841E-17  0.9116743E-18
 11279 -0.3413848E-17 -0.4324730E-17  0.9108827E-18
 11299 -0.3416072E-17 -0.4331637E-17  0.9155654E-18
 11319 -0.3417035E-17 -0.4339740E-17  0.9227053E-18
 11339 -0.3416987E-17 -0.4347083E-17  0.9300951E-18
 11359 -0.3416787E-17 -0.4353415E-17  0.9366273E-18
 11379 -0.3416860E-17 -0.4358561E-17  0.9417012E-18
 11399 -0.3416973E-17 -0.4361034E-17  0.9440610E-18
 11419 -0.3417270E-17 -0.4360158E-17  0.9428875E-18
 11439 -0.3417381E-17 -0.4356571E-17  0.9391896E-18
 11459 -0.3417321E-17 -0.4352007E-17  0.9346865E-18
 11479 -0.3417233E-17 -0.4347233E-17  0.9300004E-18
 11499 -0.3417242E-17 -0.4342819E-17  0.9255768E-18
