5.0000000E-02,7.2602704E+50
1.0000000E-01,6.9314082E+50
1.5000000E-01,5.9704027E+50
2.0000000E-01,4.5455933E+50
2.5000000E-01,2.8909883E+50
3.0000000E-01,1.2486694E+50
3.5000000E-01,-1.8282755E+49
4.0000000E-01,-1.2799933E+50
4.5000000E-01,-2.0012183E+50
5.0000000E-01,-2.3733257E+50
5.5000000E-01,-2.4667927E+50
6.0000000E-01,-2.3684393E+50
6.5000000E-01,-2.1588273E+50
7.0000000E-01,-1.8983893E+50
7.5000000E-01,-1.6232771E+50
8.0000000E-01,-1.3488920E+50
8.5000000E-01,-1.0778451E+50
9.0000000E-01,-8.0906835E+49
9.5000000E-01,-5.4456727E+49
1.0000000E+00,-2.9186795E+49
1.0500000E+00,-6.2595823E+48
1.1000000E+00,1.3094344E+49
1.1500000E+00,2.7903383E+49
1.2000000E+00,3.7642908E+49
1.2500000E+00,4.2304254E+49
1.3000000E+00,4.2339274E+49
1.3500000E+00,3.8555545E+49
1.4000000E+00,3.1998692E+49
1.4500000E+00,2.3855774E+49
1.5000000E+00,1.5311533E+49
1.5500000E+00,7.3900044E+48
1.6000000E+00,7.7543667E+47
1.6500000E+00,-4.2665400E+48
1.7000000E+00,-7.8029653E+48
1.7500000E+00,-1.0085505E+49
1.8000000E+00,-1.1400308E+49
1.8500000E+00,-1.1964792E+49
1.9000000E+00,-1.1897203E+49
1.9500000E+00,-1.1249729E+49
2.0000000E+00,-1.0083896E+49
2.0500000E+00,-8.5407261E+48
2.1000000E+00,-6.8113090E+48
2.1500000E+00,-5.0555065E+48
2.2000000E+00,-3.3338257E+48
2.2500000E+00,-1.5930253E+48
2.3000000E+00,3.1122367E+47
2.3500000E+00,2.5331513E+48
2.4000000E+00,5.1508591E+48
2.4500000E+00,8.0722253E+48
2.5000000E+00,1.0996571E+49
2.5500000E+00,1.3448729E+49
2.6000000E+00,1.4894323E+49
2.6500000E+00,1.4899638E+49
2.7000000E+00,1.3285568E+49
2.7500000E+00,1.0182557E+49
2.8000000E+00,5.9806857E+48
2.8500000E+00,1.2559555E+48
2.9000000E+00,-3.3255250E+48
2.9500000E+00,-7.1193076E+48
3.0000000E+00,-9.6607222E+48
3.0500000E+00,-1.0782481E+49
3.1000000E+00,-1.0642947E+49
3.1500000E+00,-9.6522734E+48
3.2000000E+00,-8.3222533E+48
3.2500000E+00,-7.1068645E+48
3.3000000E+00,-6.2942550E+48
3.3500000E+00,-5.9694012E+48
3.4000000E+00,-6.0414120E+48
3.4500000E+00,-6.2414631E+48
3.5000000E+00,-6.1566834E+48
3.5500000E+00,-5.3557840E+48
3.6000000E+00,-3.5566688E+48
3.6500000E+00,-7.6025039E+47
3.7000000E+00,2.7212857E+48
3.7500000E+00,6.3226020E+48
3.8000000E+00,9.3665117E+48
3.8500000E+00,1.1230410E+49
3.9000000E+00,1.1542132E+49
3.9500000E+00,1.0315605E+49
4.0000000E+00,7.9255911E+48
4.0500000E+00,4.9449898E+48
4.1000000E+00,1.9306553E+48
4.1500000E+00,-7.5013410E+47
4.2000000E+00,-2.9801526E+48
4.2500000E+00,-4.8210731E+48
4.3000000E+00,-6.3681235E+48
4.3500000E+00,-7.6470853E+48
4.4000000E+00,-8.6082711E+48
4.4500000E+00,-9.1508489E+48
4.5000000E+00,-9.1480688E+48
4.5500000E+00,-8.4949698E+48
4.6000000E+00,-7.1495144E+48
4.6500000E+00,-5.1763988E+48
4.7000000E+00,-2.7515870E+48
4.7500000E+00,-1.3402948E+47
4.8000000E+00,2.3885426E+48
4.8500000E+00,4.5683114E+48
4.9000000E+00,6.2228831E+48
4.9500000E+00,7.1990848E+48
5.0000000E+00,7.3853373E+48
5.0500000E+00,6.7991209E+48
5.1000000E+00,5.6106161E+48
5.1500000E+00,4.0961685E+48
5.2000000E+00,2.5143591E+48
5.2500000E+00,1.0268649E+48
5.3000000E+00,-3.2016335E+47
5.3500000E+00,-1.5470498E+48
5.4000000E+00,-2.6715206E+48
5.4500000E+00,-3.6192363E+48
5.5000000E+00,-4.2081594E+48
5.5500000E+00,-4.2383222E+48
5.6000000E+00,-3.6299095E+48
5.6500000E+00,-2.4887236E+48
5.7000000E+00,-1.0671565E+48
5.7500000E+00,3.3591262E+47
5.8000000E+00,1.4637970E+48
5.8500000E+00,2.1677895E+48
5.9000000E+00,2.3946622E+48
5.9500000E+00,2.1338415E+48
6.0000000E+00,1.3824247E+48
6.0500000E+00,2.0845403E+47
6.1000000E+00,-1.1885203E+48
6.1500000E+00,-2.4971541E+48
6.2000000E+00,-3.3981312E+48
6.2500000E+00,-3.7019385E+48
6.3000000E+00,-3.4140320E+48
6.3500000E+00,-2.7299061E+48
6.4000000E+00,-1.9494603E+48
6.4500000E+00,-1.3649589E+48
6.5000000E+00,-1.1471709E+48
6.5500000E+00,-1.3201129E+48
6.6000000E+00,-1.7714726E+48
6.6500000E+00,-2.3213206E+48
6.7000000E+00,-2.7806981E+48
6.7500000E+00,-2.9874637E+48
6.8000000E+00,-2.8465226E+48
6.8500000E+00,-2.3238483E+48
6.9000000E+00,-1.4591662E+48
6.9500000E+00,-3.5782231E+47
7.0000000E+00,8.2850382E+47
7.0500000E+00,1.9522859E+48
7.1000000E+00,2.9465231E+48
7.1500000E+00,3.8395385E+48
7.2000000E+00,4.6717001E+48
7.2500000E+00,5.3971971E+48
7.3000000E+00,5.8431728E+48
7.3500000E+00,5.7593838E+48
7.4000000E+00,4.9404581E+48
7.4500000E+00,3.3194582E+48
7.5000000E+00,1.0091633E+48
7.5500000E+00,-1.7104325E+48
7.6000000E+00,-4.4632549E+48
7.6500000E+00,-6.8694222E+48
7.7000000E+00,-8.5939333E+48
7.7500000E+00,-9.3916765E+48
7.8000000E+00,-9.1467118E+48
7.8500000E+00,-7.9110337E+48
7.9000000E+00,-5.9143697E+48
7.9500000E+00,-3.5073876E+48
8.0000000E+00,-1.0805392E+48
8.0500000E+00,1.0322007E+48
8.1000000E+00,2.6076188E+48
8.1500000E+00,3.5355650E+48
8.2000000E+00,3.7783618E+48
8.2500000E+00,3.3513281E+48
8.3000000E+00,2.3348071E+48
8.3500000E+00,9.2646985E+47
8.4000000E+00,-5.3589531E+47
8.4500000E+00,-1.6497397E+48
8.5000000E+00,-2.1043419E+48
8.5500000E+00,-1.8352171E+48
8.6000000E+00,-1.0664586E+48
8.6500000E+00,-2.0483601E+47
8.7000000E+00,3.6647777E+47
8.7500000E+00,4.7207811E+47
8.8000000E+00,2.1589738E+47
8.8500000E+00,-1.3646401E+47
8.9000000E+00,-3.7510442E+47
8.9500000E+00,-4.7361920E+47
9.0000000E+00,-5.4455652E+47
9.0500000E+00,-6.9400105E+47
9.1000000E+00,-9.0033423E+47
9.1500000E+00,-1.0366132E+48
9.2000000E+00,-9.5746217E+47
9.2500000E+00,-5.8037249E+47
9.3000000E+00,8.5096356E+46
9.3500000E+00,9.6468024E+47
9.4000000E+00,1.9724792E+48
