  0.1000000E-05  0.0000000E+00
  0.1010000E-03  0.0000000E+00
  0.2010000E-03  0.4314894E-16
  0.3010000E-03  0.2697867E-16
  0.4010000E-03  0.6494848E-16
  0.5010000E-03  0.1732840E-17
  0.6010000E-03  0.7658341E-16
  0.7010000E-03  0.8841774E-16
  0.8010000E-03  0.2830598E-16
  0.9010000E-03  0.1421908E-16
  0.1001000E-02  0.1471215E-17
  0.1101000E-02  0.3903733E-15
  0.1201000E-02  0.3263538E-15
  0.1301000E-02  0.3216231E-16
  0.1401000E-02  0.6621443E-17
  0.1501000E-02  0.6096013E-16
  0.1601000E-02  0.5307289E-16
  0.1701000E-02  0.1088996E-15
  0.1801000E-02  0.3428640E-16
  0.1901000E-02  0.5363774E-16
  0.2001000E-02  0.2073636E-15
  0.2101000E-02  0.1437068E-15
  0.2201000E-02  0.6732828E-19
  0.2301000E-02  0.2337489E-15
  0.2401000E-02  0.1320649E-15
  0.2501000E-02  0.1345108E-15
  0.2601000E-02  0.1168714E-15
  0.2701000E-02  0.3108598E-16
  0.2801000E-02  0.1448212E-15
  0.2901000E-02  0.1222529E-16
  0.3001000E-02  0.6679765E-16
  0.3101000E-02  0.1872413E-15
  0.3201000E-02  0.4190197E-16
  0.3301000E-02  0.4848559E-16
  0.3401000E-02  0.6632345E-16
  0.3501000E-02  0.9525755E-18
  0.3601000E-02  0.2648884E-17
  0.3701000E-02  0.1137869E-15
  0.3801000E-02  0.1945090E-15
  0.3901000E-02  0.6597583E-16
  0.4001000E-02  0.1035327E-15
  0.4101000E-02  0.2556481E-15
  0.4201000E-02  0.6361908E-16
  0.4301000E-02  0.1731314E-15
  0.4401000E-02  0.3017750E-16
  0.4501000E-02  0.3839718E-16
  0.4601000E-02  0.2799843E-16
  0.4701000E-02  0.2681172E-16
  0.4801000E-02  0.1534183E-15
  0.4901000E-02  0.2320174E-16
  0.5001000E-02  0.2158915E-16
  0.5101000E-02  0.1738040E-15
  0.5201000E-02  0.9945641E-16
  0.5301000E-02  0.2057040E-18
  0.5401000E-02  0.7451714E-17
  0.5501000E-02  0.3449733E-18
  0.5601000E-02  0.2389836E-17
  0.5701000E-02  0.4185723E-16
  0.5801000E-02  0.1162169E-17
  0.5901000E-02  0.8169203E-17
  0.6001000E-02  0.1753927E-15
  0.6101000E-02  0.5317364E-16
  0.6201000E-02  0.2247716E-16
  0.6301000E-02  0.2143230E-15
  0.6401000E-02  0.2934727E-15
  0.6501000E-02  0.3349413E-16
  0.6601000E-02  0.3287439E-16
  0.6701000E-02  0.1699336E-17
  0.6801000E-02  0.1150935E-15
  0.6901000E-02  0.6915817E-16
  0.7001000E-02  0.9190849E-15
  0.7101000E-02  0.1679365E-16
  0.7201000E-02  0.9150222E-17
  0.7301000E-02  0.7051948E-16
  0.7401000E-02  0.1047786E-15
  0.7501000E-02  0.3974523E-16
  0.7601000E-02  0.4882049E-16
  0.7701000E-02  0.1168997E-16
  0.7801000E-02  0.1039592E-17
  0.7901000E-02  0.1120381E-16
  0.8001000E-02  0.1077183E-17
  0.8101000E-02  0.3212183E-16
  0.8201000E-02  0.1258002E-16
  0.8301000E-02  0.7791060E-16
  0.8401000E-02  0.1240319E-15
  0.8501000E-02  0.1132582E-15
  0.8601000E-02  0.2002576E-16
  0.8701000E-02  0.5274252E-16
  0.8801000E-02  0.4085676E-15
  0.8901000E-02  0.2507125E-17
  0.9001000E-02  0.9126567E-18
  0.9101000E-02  0.3154963E-15
  0.9201000E-02  0.3439758E-18
  0.9301000E-02  0.1269981E-18
  0.9401000E-02  0.2895389E-17
  0.9501000E-02  0.2066510E-15
  0.9601000E-02  0.2552997E-18
  0.9701000E-02  0.1576091E-15
  0.9801000E-02  0.7840989E-16
  0.9901000E-02  0.1233652E-15
  0.1000100E-01  0.4660592E-16
  0.1010100E-01  0.4712584E-18
  0.1020100E-01  0.2352794E-16
  0.1030100E-01  0.1905212E-16
  0.1040100E-01  0.1262524E-16
  0.1050100E-01  0.5977530E-16
  0.1060100E-01  0.1141504E-16
  0.1070100E-01  0.5374560E-16
  0.1080100E-01  0.1887390E-16
  0.1090100E-01  0.1804047E-15
  0.1100100E-01  0.2193993E-18
  0.1110100E-01  0.3965929E-16
  0.1120100E-01  0.3363635E-18
  0.1130100E-01  0.7418733E-16
  0.1140100E-01  0.3159503E-17
  0.1150100E-01  0.2538748E-16
  0.1160100E-01  0.1299221E-16
  0.1170100E-01  0.9975730E-16
  0.1180100E-01  0.5714898E-15
  0.1190100E-01  0.1284886E-16
  0.1200100E-01  0.4320474E-16
  0.1210100E-01  0.7030996E-15
  0.1220100E-01  0.1482974E-15
  0.1230100E-01  0.1561244E-16
  0.1240100E-01  0.1545941E-15
  0.1250100E-01  0.8534922E-16
  0.1260100E-01  0.8163193E-17
  0.1270100E-01  0.7170908E-15
  0.1280100E-01  0.1035054E-14
  0.1290100E-01  0.1292831E-16
  0.1300100E-01  0.7166277E-17
  0.1310100E-01  0.6253256E-16
  0.1320100E-01  0.3884258E-16
  0.1330100E-01  0.1252561E-18
  0.1340100E-01  0.1880221E-15
  0.1350100E-01  0.3040784E-16
  0.1360100E-01  0.8133160E-16
  0.1370100E-01  0.1058002E-16
  0.1380100E-01  0.1241228E-16
  0.1390100E-01  0.7899820E-19
  0.1400100E-01  0.1846690E-17
  0.1410100E-01  0.6991182E-17
  0.1420100E-01  0.4318284E-16
  0.1430100E-01  0.6493928E-16
  0.1440100E-01  0.1323464E-15
  0.1450100E-01  0.1285136E-16
  0.1460100E-01  0.5635610E-17
  0.1470100E-01  0.3634006E-16
  0.1480100E-01  0.6207891E-21
  0.1490100E-01  0.4818048E-15
  0.1500100E-01  0.5243673E-17
  0.1510100E-01  0.9129018E-17
  0.1520100E-01  0.3790821E-16
  0.1530100E-01  0.1399961E-17
  0.1540100E-01  0.1885083E-17
  0.1550100E-01  0.3287510E-17
  0.1560100E-01  0.2725766E-15
  0.1570100E-01  0.1191498E-16
  0.1580100E-01  0.8080141E-17
  0.1590100E-01  0.3584647E-17
  0.1600100E-01  0.1180598E-16
  0.1610100E-01  0.7823431E-18
  0.1620100E-01  0.2353279E-16
  0.1630100E-01  0.3278522E-17
  0.1640100E-01  0.1661386E-17
  0.1650100E-01  0.9022527E-17
  0.1660100E-01  0.6499663E-16
  0.1670100E-01  0.3784871E-15
  0.1680100E-01  0.1727079E-15
  0.1690100E-01  0.9948350E-17
  0.1700100E-01  0.3473967E-16
  0.1710100E-01  0.5852255E-17
  0.1720100E-01  0.7067991E-19
  0.1730100E-01  0.4355394E-16
  0.1740100E-01  0.3624637E-19
  0.1750100E-01  0.1111445E-16
  0.1760100E-01  0.2018764E-18
  0.1770100E-01  0.1479492E-17
  0.1780100E-01  0.1647743E-17
