  0.2940000E+01  0.0000000E+00
  0.4900000E+01  0.1009443E+03
  0.6860000E+01  0.1001203E+03
  0.8820000E+01  0.1000847E+03
  0.1072000E+02  0.1144596E+03
  0.1452000E+02  0.1138643E+03
  0.1832000E+02  0.1140874E+03
  0.2212000E+02  0.1140103E+03
  0.2592000E+02  0.1139764E+03
  0.2972000E+02  0.1137235E+03
  0.3352000E+02  0.1134884E+03
  0.3732000E+02  0.1132924E+03
  0.4112000E+02  0.1134263E+03
  0.4492000E+02  0.1132764E+03
  0.4872000E+02  0.1129204E+03
  0.5252000E+02  0.1132410E+03
  0.5632000E+02  0.1135107E+03
  0.6012000E+02  0.1137647E+03
  0.6392000E+02  0.1136025E+03
  0.7170000E+02  0.0000000E+00
  0.6974000E+02  0.1210729E+03
  0.6778000E+02  0.1201097E+03
  0.6582000E+02  0.1200407E+03
