  0.2940000E+01  0.9000511E+02
  0.4900000E+01  0.9004861E+02
  0.6860000E+01  0.9002799E+02
  0.8820000E+01  0.9015860E+02
  0.1078000E+02  0.9025851E+02
  0.1286333E+02  0.9828944E+02
  0.1703000E+02  0.9873836E+02
  0.2119667E+02  0.9907788E+02
  0.2536333E+02  0.9925611E+02
  0.2953000E+02  0.9961253E+02
  0.3369667E+02  0.9976226E+02
  0.3786333E+02  0.1000119E+03
  0.4203000E+02  0.1004034E+03
  0.4619667E+02  0.1005705E+03
  0.5036333E+02  0.1010114E+03
  0.5453000E+02  0.1012244E+03
  0.5869667E+02  0.1013401E+03
  0.6286333E+02  0.1016861E+03
  0.6703000E+02  0.1019717E+03
  0.7119667E+02  0.1020857E+03
  0.8406000E+02  0.1099789E+03
  0.8210000E+02  0.1099847E+03
  0.8014000E+02  0.1099864E+03
  0.7818000E+02  0.1098707E+03
  0.7622000E+02  0.1097576E+03
