  0.1000000E-05  0.0000000E+00 -0.1285254E-03  0.0000000E+00 -0.4337956E-05
  0.1010000E-03  0.1039094E-02  0.3025944E-02 -0.8080809E-04 -0.2928710E-03
  0.2010000E-03 -0.4227255E-02  0.1953970E-02  0.9432484E-05 -0.6160488E-04
  0.3010000E-03 -0.4009564E-02  0.3044899E-02 -0.2801644E-03 -0.3273519E-03
  0.4010000E-03  0.1733935E-02  0.2102593E-03 -0.1223766E-03 -0.1986717E-03
  0.5010000E-03 -0.6123164E-02 -0.6973191E-03 -0.3925968E-04 -0.1930578E-04
  0.6010000E-03 -0.6127334E-03  0.3388040E-02 -0.6742947E-05 -0.2349962E-03
  0.7010000E-03 -0.4298897E-02  0.2368070E-02  0.1112597E-03 -0.2470313E-03
  0.8010000E-03 -0.5751992E-02 -0.2072243E-02  0.3056590E-03 -0.2003936E-03
  0.9010000E-03 -0.6721167E-02 -0.3480494E-02  0.1706939E-03 -0.3858179E-04
  0.1001000E-02 -0.5434789E-02 -0.6917527E-02  0.2076267E-03 -0.1267140E-03
  0.1101000E-02 -0.3973614E-02 -0.4878075E-02  0.2271775E-03 -0.7358199E-04
  0.1201000E-02 -0.4823102E-02 -0.3601331E-03  0.1959885E-03 -0.1637741E-03
  0.1301000E-02 -0.4708162E-02 -0.2880338E-02  0.2545960E-03 -0.2383567E-03
  0.1401000E-02 -0.7836545E-02 -0.1720726E-02  0.4132783E-03 -0.3251176E-03
  0.1501000E-02 -0.1522491E-02  0.2894141E-02  0.2316277E-03 -0.2202572E-03
  0.1601000E-02 -0.4401863E-02  0.1252663E-02  0.2074719E-03 -0.4146538E-03
  0.1701000E-02 -0.4283022E-02  0.2636488E-02  0.3801946E-03 -0.2498805E-03
  0.1801000E-02 -0.1771556E-02 -0.1476143E-02  0.5173148E-03 -0.2512438E-03
  0.1901000E-02 -0.4304438E-02  0.2048473E-03  0.4603120E-03 -0.4822905E-03
  0.2001000E-02 -0.2951479E-02 -0.3383424E-03  0.5765843E-03 -0.4837116E-03
  0.2101000E-02 -0.1427276E-02  0.1743923E-02  0.3988265E-03 -0.5206720E-03
  0.2201000E-02  0.6160294E-03  0.2230720E-02  0.3566036E-03 -0.5714600E-03
  0.2301000E-02 -0.4436829E-02  0.1754867E-02  0.6773573E-03 -0.4759751E-03
  0.2401000E-02 -0.4764680E-02  0.1320449E-02  0.7669903E-03 -0.5019639E-03
  0.2501000E-02 -0.6110668E-02  0.7591636E-04  0.7878888E-03 -0.6347964E-03
  0.2601000E-02  0.7512426E-03  0.9578664E-03  0.7680151E-03 -0.4545968E-03
  0.2701000E-02 -0.1165128E-02  0.2743285E-02  0.7219997E-03 -0.5167060E-03
  0.2801000E-02 -0.2713548E-02  0.3843710E-03  0.7702151E-03 -0.5610163E-03
  0.2901000E-02  0.3029449E-02  0.1220367E-02  0.7775441E-03 -0.5659835E-03
  0.3001000E-02 -0.1214500E-02 -0.4180156E-02  0.9583834E-03 -0.8369017E-03
  0.3101000E-02 -0.8041504E-03 -0.6453452E-02  0.7714817E-03 -0.6294360E-03
  0.3201000E-02  0.6953416E-03 -0.5595005E-02  0.6579067E-03 -0.7616114E-03
  0.3301000E-02 -0.3103484E-03 -0.6968495E-02  0.7821593E-03 -0.7791944E-03
  0.3401000E-02  0.2472940E-03 -0.5307277E-02  0.1000622E-02 -0.7928432E-03
  0.3501000E-02 -0.1540176E-02 -0.2581665E-02  0.9534596E-03 -0.1042565E-02
  0.3601000E-02 -0.3258111E-02 -0.4695309E-02  0.1029103E-02 -0.9406665E-03
  0.3701000E-02 -0.1404018E-02  0.2189357E-02  0.9873025E-03 -0.1090161E-02
  0.3801000E-02 -0.5260295E-02  0.5371905E-02  0.9659882E-03 -0.1104881E-02
  0.3901000E-02 -0.9536626E-02  0.7049830E-02  0.1146699E-02 -0.1074491E-02
  0.4001000E-02 -0.1046699E-01  0.5388726E-02  0.1186029E-02 -0.1182882E-02
  0.4101000E-02 -0.1438311E-01  0.6005976E-02  0.1057858E-02 -0.1368801E-02
  0.4201000E-02 -0.1298440E-01  0.5638961E-02  0.9845881E-03 -0.9940548E-03
  0.4301000E-02 -0.1200470E-01  0.3405640E-02  0.8117041E-03 -0.8563450E-03
  0.4401000E-02 -0.1101419E-01  0.1356281E-02  0.1106415E-02 -0.1134949E-02
  0.4501000E-02 -0.8548554E-02  0.1089516E-02  0.1115651E-02 -0.1192204E-02
  0.4601000E-02 -0.9125093E-02  0.3122763E-02  0.1099870E-02 -0.1155775E-02
  0.4701000E-02 -0.9986237E-02  0.1265606E-02  0.8820197E-03 -0.1160517E-02
  0.4801000E-02 -0.9110244E-02  0.4109646E-02  0.1120230E-02 -0.1078613E-02
  0.4901000E-02 -0.6780188E-02  0.3304999E-02  0.1069471E-02 -0.9091666E-03
  0.5001000E-02 -0.4488071E-02  0.4714232E-02  0.1359562E-02 -0.1084614E-02
  0.5101000E-02 -0.5417176E-02  0.5645551E-02  0.1199309E-02 -0.8889079E-03
  0.5201000E-02 -0.5014701E-02  0.2130347E-02  0.1281803E-02 -0.8200190E-03
  0.5301000E-02 -0.2907896E-02  0.1944633E-02  0.1476678E-02 -0.9658574E-03
  0.5401000E-02 -0.5300995E-02  0.7802925E-02  0.1461998E-02 -0.1195545E-02
  0.5501000E-02 -0.6324845E-02  0.8184437E-02  0.1385264E-02 -0.9337742E-03
  0.5601000E-02 -0.4179503E-02  0.1037344E-01  0.1447790E-02 -0.1052794E-02
  0.5701000E-02 -0.1066414E-02  0.9333749E-02  0.1541099E-02 -0.7995963E-03
  0.5801000E-02 -0.2681240E-02  0.1192634E-01  0.1332703E-02 -0.9502319E-03
  0.5901000E-02 -0.5331790E-02  0.7376770E-02  0.1300183E-02 -0.8955994E-03
  0.6001000E-02 -0.7600253E-03  0.1048232E-01  0.1397425E-02 -0.1195621E-02
  0.6101000E-02 -0.7836713E-03  0.7528594E-02  0.1579706E-02 -0.1090056E-02
  0.6201000E-02  0.6341740E-04  0.8776956E-02  0.1542570E-02 -0.9495053E-03
  0.6301000E-02 -0.2113627E-02  0.4179679E-02  0.1557422E-02 -0.8408863E-03
  0.6401000E-02 -0.1835566E-02  0.3925703E-02  0.1507668E-02 -0.8358384E-03
  0.6501000E-02 -0.1997235E-02  0.9472622E-02  0.1353906E-02 -0.9679895E-03
  0.6601000E-02 -0.9613716E-03  0.8158744E-02  0.1349870E-02 -0.9016005E-03
  0.6701000E-02 -0.1736723E-02  0.4426454E-02  0.1449236E-02 -0.7721971E-03
  0.6801000E-02 -0.1970554E-03  0.8558920E-02  0.1346471E-02 -0.9202148E-03
  0.6901000E-02  0.4094687E-02  0.5837287E-02  0.1506564E-02 -0.8320531E-03
  0.7001000E-02  0.3307806E-02  0.4115053E-02  0.1613236E-02 -0.8798465E-03
  0.7101000E-02 -0.1160126E-02  0.8909515E-02  0.1705981E-02 -0.9917032E-03
  0.7201000E-02  0.4988316E-03  0.7714361E-02  0.1492620E-02 -0.1020367E-02
  0.7301000E-02 -0.1222245E-02  0.7961425E-02  0.1627473E-02 -0.1275634E-02
  0.7401000E-02  0.4055308E-02  0.4261160E-02  0.1504845E-02 -0.8578996E-03
  0.7501000E-02  0.1566735E-02  0.5641337E-02  0.1532868E-02 -0.1150049E-02
  0.7601000E-02  0.3805611E-02  0.2824012E-02  0.1553104E-02 -0.1142542E-02
  0.7701000E-02  0.5205654E-03  0.8367469E-02  0.1346669E-02 -0.1160920E-02
  0.7801000E-02 -0.2880296E-02  0.9278110E-02  0.1427981E-02 -0.9218012E-03
  0.7901000E-02 -0.2112274E-03  0.4815112E-02  0.1451699E-02 -0.8576152E-03
  0.8001000E-02 -0.8690902E-02  0.6966099E-02  0.1256693E-02 -0.1078985E-02
  0.8101000E-02 -0.7919073E-02  0.1088439E-01  0.1587312E-02 -0.1016559E-02
  0.8201000E-02 -0.9867467E-02  0.7254283E-02  0.1533858E-02 -0.1043419E-02
  0.8301000E-02 -0.8528811E-02  0.7453739E-02  0.1529471E-02 -0.9949442E-03
  0.8401000E-02 -0.8370037E-02  0.6288060E-02  0.1485589E-02 -0.1124917E-02
  0.8501000E-02 -0.6747876E-02  0.3335897E-02  0.1216999E-02 -0.1134081E-02
  0.8601000E-02 -0.9363534E-02 -0.9826472E-04  0.1287976E-02 -0.1032919E-02
  0.8701000E-02 -0.6143895E-02 -0.2160610E-02  0.1470497E-02 -0.1021528E-02
  0.8801000E-02 -0.8441499E-02 -0.5111989E-02  0.1303679E-02 -0.1043881E-02
  0.8901000E-02 -0.1272035E-01 -0.6389750E-03  0.1382146E-02 -0.9745678E-03
  0.9001000E-02 -0.8108530E-02 -0.2453149E-02  0.1414921E-02 -0.1029570E-02
  0.9101000E-02 -0.7683357E-02  0.1834322E-02  0.1623624E-02 -0.8152010E-03
  0.9201000E-02 -0.5242039E-02  0.1973141E-02  0.1794234E-02 -0.9941926E-03
  0.9301000E-02 -0.9298988E-02  0.2384281E-02  0.1744218E-02 -0.1048359E-02
  0.9401000E-02 -0.8163180E-02  0.1901966E-02  0.1642133E-02 -0.7815245E-03
  0.9501000E-02 -0.1125314E-01  0.6646290E-02  0.1618616E-02 -0.7712108E-03
  0.9601000E-02 -0.8830117E-02  0.2534308E-02  0.1523366E-02 -0.6543700E-03
  0.9701000E-02 -0.7146393E-02  0.4456213E-02  0.1872845E-02 -0.6050081E-03
  0.9801000E-02 -0.6469683E-02  0.1679673E-02  0.1772469E-02 -0.7369691E-03
  0.9901000E-02 -0.8961095E-02  0.1191824E-02  0.1540015E-02 -0.7911601E-03
  0.1000100E-01 -0.8200719E-02  0.1099042E-02  0.1643408E-02 -0.8291618E-03
  0.1010100E-01 -0.9553596E-02 -0.3695330E-02  0.1676220E-02 -0.7766633E-03
  0.1020100E-01 -0.1075702E-01 -0.4498545E-02  0.1764619E-02 -0.8405543E-03
  0.1030100E-01 -0.1034958E-01 -0.4762195E-02  0.1504611E-02 -0.7787186E-03
  0.1040100E-01 -0.1294027E-01 -0.3524257E-02  0.1602447E-02 -0.9090972E-03
  0.1050100E-01 -0.1365442E-01  0.4846290E-04  0.1557256E-02 -0.8636140E-03
  0.1060100E-01 -0.9591710E-02 -0.1332278E-02  0.1601082E-02 -0.1000113E-02
  0.1070100E-01 -0.8345821E-02 -0.2325958E-02  0.1486892E-02 -0.8750490E-03
  0.1080100E-01 -0.3262963E-02 -0.1166928E-02  0.1392638E-02 -0.8915288E-03
  0.1090100E-01 -0.7570883E-02 -0.1405738E-02  0.1261434E-02 -0.7297323E-03
  0.1100100E-01 -0.6548995E-02 -0.1358187E-02  0.1308229E-02 -0.8548973E-03
  0.1110100E-01 -0.1872759E-02 -0.3075385E-02  0.1427723E-02 -0.9544660E-03
  0.1120100E-01 -0.2935735E-02 -0.5674594E-02  0.1473902E-02 -0.7862015E-03
  0.1130100E-01 -0.6134852E-02 -0.3798673E-02  0.1334358E-02 -0.7337970E-03
  0.1140100E-01 -0.4547498E-02 -0.9313845E-03  0.1370301E-02 -0.8876011E-03
  0.1150100E-01 -0.3631500E-02 -0.5873165E-02  0.1371399E-02 -0.9772003E-03
  0.1160100E-01 -0.5760547E-02 -0.4901198E-02  0.1335501E-02 -0.1049935E-02
  0.1170100E-01  0.1653225E-03 -0.8395380E-03  0.1317997E-02 -0.8766623E-03
  0.1180100E-01  0.5871328E-02  0.1711260E-02  0.1436406E-02 -0.9246231E-03
  0.1190100E-01  0.1042022E-01 -0.1913136E-02  0.1274066E-02 -0.1082968E-02
  0.1200100E-01  0.4997497E-02 -0.5361694E-02  0.1308249E-02 -0.9041552E-03
  0.1210100E-01  0.6902313E-02 -0.1049197E-01  0.1240514E-02 -0.9638756E-03
  0.1220100E-01  0.9490003E-02 -0.4664573E-02  0.1205295E-02 -0.1229278E-02
  0.1230100E-01  0.5080814E-02 -0.2309127E-02  0.1224763E-02 -0.1103666E-02
  0.1240100E-01 -0.1713316E-02 -0.5993801E-03  0.9890966E-03 -0.1204247E-02
  0.1250100E-01 -0.3914742E-03 -0.2982438E-02  0.8994355E-03 -0.1256871E-02
  0.1260100E-01  0.3637935E-02 -0.5897310E-02  0.9033779E-03 -0.1175766E-02
  0.1270100E-01  0.4283974E-02 -0.6473351E-02  0.1141796E-02 -0.1198100E-02
  0.1280100E-01  0.1209988E-03 -0.4741554E-02  0.9984055E-03 -0.1198391E-02
  0.1290100E-01 -0.5000902E-02 -0.5823023E-02  0.1084353E-02 -0.1251117E-02
  0.1300100E-01 -0.5448574E-02 -0.3916269E-02  0.1308603E-02 -0.1159438E-02
  0.1310100E-01 -0.5698393E-02 -0.7420866E-02  0.9672310E-03 -0.1295898E-02
  0.1320100E-01 -0.8743695E-02 -0.5047688E-02  0.1002884E-02 -0.1137276E-02
  0.1330100E-01 -0.8737542E-02 -0.9562183E-02  0.8804554E-03 -0.1019129E-02
  0.1340100E-01 -0.1298064E-01 -0.6470437E-02  0.9592088E-03 -0.1025224E-02
  0.1350100E-01 -0.1278692E-01 -0.7071118E-02  0.9035141E-03 -0.1018986E-02
