  0.4900000E+01  0.1000771E+03
  0.6860000E+01  0.1000610E+03
  0.8820000E+01  0.1000332E+03
  0.1078000E+02  0.1000568E+03
  0.1274000E+02  0.1000502E+03
  0.1482333E+02  0.1002565E+03
  0.1899000E+02  0.1003291E+03
  0.2315667E+02  0.1003116E+03
  0.2732333E+02  0.1002455E+03
  0.3149000E+02  0.1002660E+03
  0.3565667E+02  0.1001565E+03
  0.3982333E+02  0.1002648E+03
  0.4399000E+02  0.1005326E+03
  0.4815667E+02  0.1005483E+03
  0.5232333E+02  0.1004472E+03
  0.5649000E+02  0.1004427E+03
  0.6065667E+02  0.1002314E+03
  0.6482333E+02  0.1002518E+03
  0.6899000E+02  0.1002231E+03
  0.7315667E+02  0.1000870E+03
  0.8210000E+02  0.1000721E+03
  0.8014000E+02  0.1000815E+03
  0.7818000E+02  0.1000944E+03
  0.7622000E+02  0.1000485E+03
  0.7426000E+02  0.1001033E+03
