  0.2940000E+01  0.1209856E+01
  0.4900000E+01  0.1209649E+01
  0.6860000E+01  0.1209539E+01
  0.8820000E+01  0.1209020E+01
  0.1078000E+02  0.1208960E+01
  0.1286333E+02  0.1336802E+01
  0.1703000E+02  0.1335801E+01
  0.2119667E+02  0.1336256E+01
  0.2536333E+02  0.1336963E+01
  0.2953000E+02  0.1336786E+01
  0.3369667E+02  0.1336810E+01
  0.3786333E+02  0.1337553E+01
  0.4203000E+02  0.1337609E+01
  0.4619667E+02  0.1337613E+01
  0.5036333E+02  0.1337911E+01
  0.5453000E+02  0.1339113E+01
  0.5869667E+02  0.1339468E+01
  0.6286333E+02  0.1341117E+01
  0.6703000E+02  0.1340598E+01
  0.7119667E+02  0.1339121E+01
  0.8406000E+02  0.1451699E+01
  0.8210000E+02  0.1452129E+01
  0.8014000E+02  0.1452594E+01
  0.7818000E+02  0.1451610E+01
  0.7622000E+02  0.1450072E+01
