0.05 2.591998e-12 2.669107e-12
0.1 4.358015e-13 4.936325e-13
0.15 -1.008359e-12 -1.040061e-12
0.2 -6.999062e-13 -7.074005e-13
0.25 -2.194213e-14 -6.005666e-15
0.3 3.337704e-13 3.419462e-13
0.35 6.193707e-14 -2.225748e-14
0.4 -1.620384e-13 -6.670024e-14
0.45 -1.178552e-13 -1.814635e-14
0.5 1.197919e-14 6.912451e-14
0.55 9.572986e-14 2.479336e-14
0.6 5.062392e-14 -5.801635e-14
0.65 -6.160202e-14 7.620192e-14
0.7 1.689221e-14 3.754097e-14
0.75 5.67225e-14 -2.459505e-14
0.8 3.704479e-14 -4.166079e-14
0.85 -1.843725e-14 -1.047919e-13
0.9 9.286572e-14 2.960185e-14
0.95 5.391691e-14 1.072953e-14
1.0 -4.682515e-14 1.296336e-14
1.05 -1.22335e-13 5.928439e-14
1.1 -4.264167e-14 4.827446e-14
1.15 1.276661e-14 7.646887e-15
1.2 1.066498e-13 -9.979376e-14
1.25 -1.80337e-14 -6.690708e-14
1.3 1.859374e-14 4.214907e-14
1.35 -4.906042e-14 5.298438e-14
1.4 5.253305e-14 1.464581e-14
1.45 7.585374e-14 3.111294e-14
1.5 -2.887686e-14 -1.053758e-13
1.55 -1.733899e-14 -2.075393e-14
1.6 -4.186246e-14 3.450119e-14
1.65 -4.419219e-16 3.258866e-14
1.7 3.264475e-14 1.095739e-13
1.75 -6.627655e-15 4.301032e-15
1.8 -5.784058e-14 -1.190596e-13
1.85 6.377364e-14 -4.087629e-14
1.9 5.079115e-14 -6.840916e-15
1.95 -8.969818e-15 3.401007e-14
2.0 3.085047e-14 5.902978e-14
2.05 2.344728e-14 3.26579e-14
2.1 1.272988e-13 -3.082085e-14
2.15 -5.698274e-14 -1.06439e-14
2.2 -3.833252e-14 4.130373e-14
2.25 -8.505992e-15 -1.869455e-14
2.3 3.983632e-14 -4.165562e-14
2.35 1.177184e-14 6.786843e-14
2.4 -4.774915e-14 5.191573e-14
2.45 3.344536e-14 2.22512e-14
2.5 -9.293981e-14 2.547609e-14
2.55 6.204938e-14 8.418284e-14
2.6 -3.97786e-14 6.773356e-15
2.65 -5.244186e-14 -1.219804e-13
