  0.2940000E+01  0.1209947E+01
  0.4900000E+01  0.1210001E+01
  0.6860000E+01  0.1209823E+01
  0.8820000E+01  0.1210429E+01
  0.1078000E+02  0.1211430E+01
  0.1286333E+02  0.1309919E+01
  0.1703000E+02  0.1312543E+01
  0.2119667E+02  0.1315881E+01
  0.2536333E+02  0.1319121E+01
  0.2953000E+02  0.1321681E+01
  0.3369667E+02  0.1327005E+01
  0.3786333E+02  0.1330181E+01
  0.4203000E+02  0.1333004E+01
  0.4619667E+02  0.1334844E+01
  0.5036333E+02  0.1339039E+01
  0.5453000E+02  0.1341457E+01
  0.5869667E+02  0.1342645E+01
  0.6286333E+02  0.1345066E+01
  0.6703000E+02  0.1347497E+01
  0.7119667E+02  0.1350814E+01
  0.8406000E+02  0.1451688E+01
  0.8210000E+02  0.1451728E+01
  0.8014000E+02  0.1451113E+01
  0.7818000E+02  0.1449784E+01
  0.7622000E+02  0.1447788E+01
