  0.1000000E-05  0.5195711E-06
  0.1010000E-03 -0.2277570E-06
  0.2010000E-03  0.9962553E-06
  0.3010000E-03 -0.1762289E-05
  0.4010000E-03 -0.6002795E-06
  0.5010000E-03 -0.1369230E-05
  0.6010000E-03  0.3841644E-06
  0.7010000E-03 -0.2287638E-06
  0.8010000E-03  0.2270696E-06
  0.9010000E-03 -0.2652538E-06
  0.1001000E-02  0.1655184E-05
  0.1101000E-02 -0.1267438E-05
  0.1201000E-02  0.1592261E-05
  0.1301000E-02 -0.7126146E-06
  0.1401000E-02  0.1683829E-05
  0.1501000E-02  0.6795225E-06
  0.1601000E-02  0.1014580E-05
  0.1701000E-02 -0.1161461E-05
  0.1801000E-02  0.6006460E-06
  0.1901000E-02 -0.8034716E-06
  0.2001000E-02 -0.4786193E-06
  0.2101000E-02  0.4212905E-06
  0.2201000E-02 -0.2375588E-06
  0.2301000E-02 -0.1617810E-05
  0.2401000E-02  0.6859072E-07
  0.2501000E-02 -0.2194823E-05
  0.2601000E-02  0.1913527E-05
  0.2701000E-02  0.4901137E-06
  0.2801000E-02 -0.3451271E-06
  0.2901000E-02  0.1444331E-05
  0.3001000E-02 -0.3283881E-05
  0.3101000E-02 -0.7177832E-06
  0.3201000E-02  0.6835123E-06
  0.3301000E-02 -0.4707157E-06
  0.3401000E-02  0.5946062E-06
  0.3501000E-02 -0.6234554E-06
  0.3601000E-02  0.4503848E-06
  0.3701000E-02 -0.6504663E-06
  0.3801000E-02  0.5234392E-06
  0.3901000E-02  0.6000516E-06
  0.4001000E-02 -0.3457158E-07
  0.4101000E-02  0.5573563E-06
  0.4201000E-02 -0.3517751E-06
  0.4301000E-02  0.7448660E-06
  0.4401000E-02 -0.7166370E-06
  0.4501000E-02  0.3487671E-06
  0.4601000E-02 -0.1663430E-05
  0.4701000E-02 -0.8010379E-06
  0.4801000E-02  0.8080393E-06
  0.4901000E-02  0.1015357E-05
  0.5001000E-02 -0.4058691E-06
  0.5101000E-02 -0.1507334E-05
  0.5201000E-02  0.8314835E-06
  0.5301000E-02 -0.3234167E-06
  0.5401000E-02  0.9260747E-06
  0.5501000E-02 -0.1016077E-05
  0.5601000E-02 -0.1126568E-05
  0.5701000E-02  0.1878727E-05
  0.5801000E-02 -0.1149253E-05
  0.5901000E-02 -0.4855449E-06
  0.6001000E-02 -0.2820808E-06
  0.6101000E-02  0.1911823E-05
  0.6201000E-02 -0.4032532E-06
  0.6301000E-02  0.2830434E-06
  0.6401000E-02  0.9715500E-06
  0.6501000E-02 -0.2774502E-05
  0.6601000E-02  0.7491294E-06
  0.6701000E-02 -0.3801367E-06
  0.6801000E-02  0.1223991E-05
  0.6901000E-02  0.7012750E-06
  0.7001000E-02  0.1174023E-05
  0.7101000E-02 -0.1983366E-05
  0.7201000E-02  0.4417158E-06
  0.7301000E-02 -0.1018589E-05
  0.7401000E-02 -0.3202925E-06
  0.7501000E-02  0.2417752E-05
  0.7601000E-02 -0.9446335E-06
  0.7701000E-02  0.2764595E-06
  0.7801000E-02 -0.1912648E-05
  0.7901000E-02  0.2381469E-06
  0.8001000E-02 -0.1188398E-05
  0.8101000E-02  0.5587304E-06
  0.8201000E-02  0.3969375E-06
  0.8301000E-02  0.1775573E-06
  0.8401000E-02 -0.7829192E-07
  0.8501000E-02 -0.9304648E-06
  0.8601000E-02 -0.2697863E-06
  0.8701000E-02 -0.1717687E-05
  0.8801000E-02 -0.1724901E-05
  0.8901000E-02  0.9574806E-06
  0.9001000E-02 -0.2080289E-06
  0.9101000E-02  0.2635154E-06
  0.9201000E-02  0.7753466E-06
  0.9301000E-02 -0.4891655E-06
  0.9401000E-02  0.1141135E-06
  0.9501000E-02 -0.2496349E-06
  0.9601000E-02 -0.7487794E-06
  0.9701000E-02  0.1584387E-05
  0.9801000E-02  0.1684353E-05
  0.9901000E-02 -0.1525968E-05
  0.1000100E-01  0.3305223E-05
  0.1010100E-01 -0.1346846E-05
  0.1020100E-01 -0.1256018E-05
  0.1030100E-01  0.7676799E-06
  0.1040100E-01 -0.7865618E-06
  0.1050100E-01  0.9461649E-06
  0.1060100E-01 -0.6532196E-06
  0.1070100E-01 -0.2632948E-06
  0.1080100E-01  0.1155885E-05
  0.1090100E-01 -0.8258775E-06
  0.1100100E-01  0.1201888E-05
  0.1110100E-01 -0.2350822E-05
  0.1120100E-01 -0.4274319E-06
  0.1130100E-01  0.4448646E-06
  0.1140100E-01 -0.8859087E-06
  0.1150100E-01  0.6646534E-06
  0.1160100E-01 -0.4146567E-06
  0.1170100E-01  0.3096007E-06
  0.1180100E-01 -0.4832872E-06
  0.1190100E-01 -0.1053321E-05
  0.1200100E-01  0.2301501E-05
  0.1210100E-01 -0.1289336E-06
  0.1220100E-01 -0.6462492E-06
  0.1230100E-01  0.6833365E-07
  0.1240100E-01  0.1108829E-05
  0.1250100E-01  0.9827022E-06
  0.1260100E-01 -0.2578578E-05
  0.1270100E-01  0.1385236E-05
  0.1280100E-01  0.3402937E-09
  0.1290100E-01  0.1995487E-06
  0.1300100E-01  0.2888090E-05
  0.1310100E-01 -0.1095193E-06
  0.1320100E-01 -0.1489053E-05
  0.1330100E-01  0.6452920E-06
  0.1340100E-01  0.9451336E-06
  0.1350100E-01 -0.2027794E-05
  0.1360100E-01  0.1999374E-05
  0.1370100E-01 -0.1244961E-05
  0.1380100E-01  0.9058229E-06
  0.1390100E-01 -0.7558903E-07
  0.1400100E-01 -0.5560632E-06
  0.1410100E-01 -0.1008880E-05
  0.1420100E-01  0.2461339E-05
  0.1430100E-01 -0.2582023E-05
  0.1440100E-01 -0.9479063E-06
  0.1450100E-01  0.8314166E-06
  0.1460100E-01  0.1431418E-06
  0.1470100E-01 -0.6365053E-06
  0.1480100E-01 -0.1412032E-05
  0.1490100E-01  0.8266473E-06
  0.1500100E-01 -0.7272957E-06
  0.1510100E-01  0.1143486E-06
  0.1520100E-01  0.3307352E-06
  0.1530100E-01 -0.5527170E-06
  0.1540100E-01  0.8638843E-06
  0.1550100E-01  0.9113950E-06
  0.1560100E-01  0.6344942E-06
  0.1570100E-01 -0.1503413E-05
  0.1580100E-01  0.1058876E-06
  0.1590100E-01  0.9276927E-06
  0.1600100E-01 -0.5508260E-06
  0.1610100E-01 -0.2959656E-06
  0.1620100E-01  0.7445125E-06
  0.1630100E-01  0.9243456E-06
  0.1640100E-01 -0.9274337E-06
  0.1650100E-01  0.6099555E-06
  0.1660100E-01 -0.1860932E-06
  0.1670100E-01  0.1518747E-05
  0.1680100E-01 -0.6405302E-06
  0.1690100E-01 -0.9871599E-06
  0.1700100E-01 -0.2213307E-06
  0.1710100E-01  0.7252042E-06
  0.1720100E-01 -0.1508160E-05
  0.1730100E-01  0.5919860E-06
  0.1740100E-01 -0.3108431E-06
  0.1750100E-01  0.1060321E-06
  0.1760100E-01  0.1388754E-05
  0.1770100E-01 -0.2990442E-06
  0.1780100E-01 -0.5210547E-06
  0.1790100E-01  0.6252858E-06
  0.1800100E-01 -0.2380225E-06
  0.1810100E-01 -0.6712007E-06
  0.1820100E-01  0.1202388E-05
  0.1830100E-01 -0.1388991E-05
  0.1840100E-01  0.3986342E-07
  0.1850100E-01  0.1607143E-06
  0.1860100E-01  0.5140326E-06
  0.1870100E-01  0.1693403E-06
  0.1880100E-01  0.1492836E-06
  0.1890100E-01 -0.4959005E-06
  0.1900100E-01 -0.4970055E-06
  0.1910100E-01 -0.3109513E-07
  0.1920100E-01 -0.1579820E-05
  0.1930100E-01  0.6766060E-06
  0.1940100E-01 -0.5515766E-06
  0.1950100E-01 -0.1109905E-06
  0.1960100E-01  0.5721977E-06
  0.1970100E-01 -0.4041855E-06
  0.1980100E-01  0.7914582E-07
  0.1990100E-01 -0.3339666E-06
  0.2000100E-01  0.2000594E-05
  0.2010100E-01  0.2846891E-06
  0.2020100E-01 -0.2322537E-05
  0.2030100E-01  0.3036291E-05
  0.2040100E-01 -0.7337266E-07
  0.2050100E-01 -0.3245907E-08
  0.2060100E-01 -0.8988974E-06
  0.2070100E-01  0.8940579E-06
  0.2080100E-01  0.4198245E-06
  0.2090100E-01 -0.4630462E-06
  0.2100100E-01  0.1561595E-05
  0.2110100E-01 -0.1125731E-05
  0.2120100E-01 -0.4446009E-06
  0.2130100E-01  0.1571878E-05
  0.2140100E-01 -0.5978712E-06
  0.2150100E-01 -0.3383548E-05
  0.2160100E-01  0.1446218E-05
  0.2170100E-01  0.1798878E-05
  0.2180100E-01 -0.7760973E-06
  0.2190100E-01  0.1067727E-05
  0.2200100E-01 -0.1081831E-05
  0.2210100E-01 -0.1725462E-06
  0.2220100E-01  0.1106011E-05
  0.2230100E-01 -0.1778393E-05
  0.2240100E-01  0.1209588E-05
  0.2250100E-01 -0.7224618E-06
  0.2260100E-01 -0.2959660E-06
  0.2270100E-01  0.3330457E-06
  0.2280100E-01 -0.6957984E-06
  0.2290100E-01  0.6675216E-07
  0.2300100E-01  0.1175841E-06
  0.2310100E-01  0.3325771E-07
  0.2320100E-01 -0.8120539E-07
  0.2330100E-01  0.7439684E-06
  0.2340100E-01  0.3335033E-06
  0.2350100E-01 -0.1925761E-05
  0.2360100E-01  0.5912046E-06
  0.2370100E-01  0.3788399E-06
  0.2380100E-01  0.5077571E-06
  0.2390100E-01 -0.3351404E-06
  0.2400100E-01 -0.7218954E-06
  0.2410100E-01  0.6248440E-07
  0.2420100E-01 -0.3860324E-07
  0.2430100E-01  0.2363724E-05
  0.2440100E-01 -0.3719935E-05
  0.2450100E-01  0.1735611E-05
  0.2460100E-01 -0.9630994E-06
  0.2470100E-01  0.7234948E-06
  0.2480100E-01  0.1907377E-06
  0.2490100E-01  0.6233999E-07
  0.2500100E-01 -0.6819747E-06
  0.2510100E-01 -0.3132758E-07
  0.2520100E-01 -0.4685046E-06
  0.2530100E-01  0.1130220E-05
  0.2540100E-01  0.1073431E-05
  0.2550100E-01 -0.1046126E-05
  0.2560100E-01 -0.5512635E-06
  0.2570100E-01  0.4188430E-06
  0.2580100E-01 -0.1172746E-06
  0.2590100E-01 -0.1890975E-06
  0.2600100E-01  0.2978268E-06
  0.2610100E-01 -0.1221728E-05
  0.2620100E-01 -0.2494046E-06
  0.2630100E-01  0.1450509E-05
  0.2640100E-01 -0.3130806E-06
  0.2650100E-01 -0.1338923E-05
  0.2660100E-01  0.6511054E-06
  0.2670100E-01 -0.6946475E-06
  0.2680100E-01  0.1237603E-05
  0.2690100E-01 -0.1118364E-05
  0.2700100E-01  0.3465858E-06
  0.2710100E-01 -0.6095047E-06
  0.2720100E-01 -0.7847172E-06
  0.2730100E-01  0.1651704E-05
  0.2740100E-01 -0.1568714E-05
  0.2750100E-01  0.1975299E-06
  0.2760100E-01 -0.4264814E-07
  0.2770100E-01  0.1937317E-06
  0.2780100E-01 -0.5933923E-07
  0.2790100E-01 -0.1075490E-06
  0.2800100E-01  0.7749355E-06
  0.2810100E-01 -0.2810238E-06
  0.2820100E-01 -0.2321948E-05
  0.2830100E-01  0.1562078E-05
  0.2840100E-01  0.6197300E-07
  0.2850100E-01 -0.1010110E-05
  0.2860100E-01  0.3589321E-06
  0.2870100E-01 -0.5464510E-06
  0.2880100E-01  0.6718236E-06
  0.2890100E-01  0.9461935E-06
  0.2900100E-01 -0.1428044E-06
  0.2910100E-01 -0.5473592E-07
  0.2920100E-01 -0.4091273E-06
  0.2930100E-01  0.9386096E-06
  0.2940100E-01 -0.2290039E-05
  0.2950100E-01  0.3309767E-06
  0.2960100E-01  0.1392028E-05
  0.2970100E-01  0.2857672E-06
  0.2980100E-01 -0.8439078E-06
  0.2990100E-01  0.1504880E-05
  0.3000100E-01  0.5126497E-06
  0.3010100E-01 -0.3755287E-06
  0.3020100E-01 -0.9319789E-06
  0.3030100E-01  0.9358310E-06
  0.3040100E-01  0.6235884E-06
  0.3050100E-01  0.8263475E-07
  0.3060100E-01 -0.1467289E-06
  0.3070100E-01  0.3799120E-06
  0.3080100E-01  0.7932360E-07
  0.3090100E-01  0.1344256E-06
  0.3100100E-01 -0.1495488E-05
  0.3110100E-01  0.6317165E-06
  0.3120100E-01  0.1262179E-06
  0.3130100E-01  0.7583822E-06
  0.3140100E-01 -0.6875252E-06
  0.3150100E-01  0.5265608E-06
  0.3160100E-01  0.1276755E-05
  0.3170100E-01 -0.6940616E-06
  0.3180100E-01 -0.1800223E-06
  0.3190100E-01  0.1965797E-05
  0.3200100E-01 -0.1599835E-05
  0.3210100E-01  0.1436507E-05
  0.3220100E-01  0.2228356E-06
  0.3230100E-01 -0.3540057E-06
  0.3240100E-01 -0.4057055E-06
