  0.2940000E+01  0.1209884E+01
  0.4900000E+01  0.1209822E+01
  0.6860000E+01  0.1209817E+01
  0.8820000E+01  0.1209463E+01
  0.1078000E+02  0.1209219E+01
  0.1286333E+02  0.1319237E+01
  0.1703000E+02  0.1319173E+01
  0.2119667E+02  0.1321145E+01
  0.2536333E+02  0.1323645E+01
  0.2953000E+02  0.1324812E+01
  0.3369667E+02  0.1326849E+01
  0.3786333E+02  0.1328828E+01
  0.4203000E+02  0.1329438E+01
  0.4619667E+02  0.1329079E+01
  0.5036333E+02  0.1329581E+01
  0.5453000E+02  0.1334104E+01
  0.5869667E+02  0.1335678E+01
  0.6286333E+02  0.1338398E+01
  0.6703000E+02  0.1339821E+01
  0.7119667E+02  0.1341414E+01
  0.8406000E+02  0.1451711E+01
  0.8210000E+02  0.1451807E+01
  0.8014000E+02  0.1451818E+01
  0.7818000E+02  0.1450564E+01
  0.7622000E+02  0.1449070E+01
